id,version,method,target_x,target_y,sourceCenter_x,sourceCenter_y,sourceRadius,source_x,source_y,visited
baikal-090,0.0.3,BFS,336,1128,854,965,454,451,1124,15259
baikal-091,0.0.3,A*,636,158,771,593,166,698,445,6126
baikal-091,0.0.3,BFS,636,158,771,593,166,698,444,42706
baikal-092,0.0.3,A*,150,1120,461,908,339,169,1078,214
baikal-092,0.0.3,BFS,150,1120,461,908,339,169,1079,217
baikal-093,0.0.3,A*,2263,467,1865,960,489,2175,582,31737
baikal-093,0.0.3,BFS,2263,467,1865,960,489,2161,571,44513
baikal-094,0.0.3,A*,380,674,130,1288,338,257,976,3004
baikal-094,0.0.3,BFS,380,674,130,1288,338,255,974,3901
baikal-095,0.0.3,A*,1823,462,2204,282,354,1862,371,1123
baikal-095,0.0.3,BFS,1823,462,2204,282,354,1862,373,16334
baikal-096,0.0.3,A*,393,802,119,1273,401,303,918,678
baikal-096,0.0.3,BFS,393,802,119,1273,401,305,918,1079
baikal-097,0.0.3,A*,386,715,485,934,16,475,922,941
baikal-097,0.0.3,BFS,386,715,485,934,16,475,922,1455
baikal-098,0.0.3,A*,1924,543,1720,649,182,1876,557,390
baikal-098,0.0.3,BFS,1924,543,1720,649,182,1877,557,4424
baikal-099,0.0.3,A*,785,662,744,503,131,763,632,210
baikal-099,0.0.3,BFS,785,662,744,503,131,760,633,184
baikal-100,0.0.3,A*,188,116,510,306,324,237,132,268
baikal-100,0.0.3,BFS,188,116,510,306,324,237,132,223
baikalnukewars-001,0.0.3,A*,849,464,670,172,335,864,445,214
baikalnukewars-001,0.0.3,BFS,849,464,670,172,335,864,445,1049
baikalnukewars-002,0.0.3,A*,2350,103,2402,21,43,2375,54,387
baikalnukewars-002,0.0.3,BFS,2350,103,2402,21,43,2375,54,5463
baikalnukewars-003,0.0.3,BFS,2159,262,2396,411,235,2203,277,2401
baikalnukewars-004,0.0.3,A*,2260,1022,2300,841,103,2296,943,376
baikalnukewars-004,0.0.3,BFS,2260,1022,2300,841,103,2296,943,420
baikalnukewars-005,0.0.3,BFS,385,208,471,924,373,771,703,7858
baikalnukewars-006,0.0.3,A*,2036,408,2335,467,188,2293,292,111162
baikalnukewars-006,0.0.3,BFS,2036,408,2335,467,188,2289,290,241227
baikalnukewars-007,0.0.3,A*,2261,797,1990,1244,263,2223,1124,2622
baikalnukewars-007,0.0.3,BFS,2261,797,1990,1244,263,2224,1124,47755
baikalnukewars-008,0.0.3,A*,2391,320,2136,512,282,2393,396,376
baikalnukewars-008,0.0.3,BFS,2391,320,2136,512,282,2393,396,404
baikalnukewars-009,0.0.3,A*,2353,82,2162,356,144,2214,229,4908
baikalnukewars-009,0.0.3,BFS,2353,82,2162,356,144,2218,225,45718
baikalnukewars-010,0.0.3,A*,1586,1170,1589,1438,235,1533,1210,655
baikalnukewars-010,0.0.3,BFS,1586,1170,1589,1438,235,1533,1210,8312
baikalnukewars-011,0.0.3,BFS,2295,372,2162,110,287,2279,371,641
baikalnukewars-012,0.0.3,BFS,294,129,430,238,47,391,213,833
baikalnukewars-013,0.0.3,BFS,2013,500,1783,607,166,1930,534,8389
baikalnukewars-014,0.0.3,A*,2332,125,1920,249,271,2167,138,1366
baikalnukewars-014,0.0.3,BFS,2332,125,1920,249,271,2167,138,29673
baikalnukewars-015,0.0.3,BFS,2022,1028,2303,941,253,2071,1041,247
baikalnukewars-016,0.0.3,A*,2121,792,2027,1307,280,2013,1028,6141
baikalnukewars-016,0.0.3,BFS,2121,792,2027,1307,280,2013,1028,127836
baikalnukewars-017,0.0.3,A*,1583,1172,2021,1246,312,1799,1058,16590
baikalnukewars-017,0.0.3,BFS,1583,1172,2021,1246,312,1777,1052,315844
baikalnukewars-018,0.0.3,A*,413,836,147,1140,383,369,830,804
baikalnukewars-018,0.0.3,BFS,413,836,147,1140,383,431,884,294
baikalnukewars-019,0.0.3,A*,1666,1072,1941,964,182,1761,978,3675
baikalnukewars-019,0.0.3,BFS,1666,1072,1941,964,182,1761,978,36995
baikalnukewars-020,0.0.3,A*,676,403,125,1201,351,406,1037,7689
baikalnukewars-020,0.0.3,BFS,676,403,125,1201,351,429,1030,574576
baikalnukewars-021,0.0.3,A*,2421,0,2117,745,464,2196,289,7562
baikalnukewars-021,0.0.3,BFS,2421,0,2117,745,464,2304,321,69341
baikalnukewars-022,0.0.3,BFS,2121,797,2270,997,199,2261,799,69319
baikalnukewars-023,0.0.3,A*,666,169,1314,143,237,1086,205,2912
baikalnukewars-023,0.0.3,BFS,666,169,1314,143,237,1086,205,2555
baikalnukewars-024,0.0.3,A*,2368,829,2105,489,324,2273,764,894
baikalnukewars-024,0.0.3,BFS,2368,829,2105,489,324,2268,769,756
baikalnukewars-025,0.0.3,A*,2257,555,2325,857,75,2268,809,512124
baikalnukewars-025,0.0.3,BFS,2257,555,2325,857,75,2268,809,1089937
baikalnukewars-026,0.0.3,A*,2118,686,1632,1109,458,2038,899,1834
baikalnukewars-026,0.0.3,BFS,2118,686,1632,1109,458,2039,899,67548
baikalnukewars-027,0.0.3,A*,560,323,411,825,495,676,407,691
baikalnukewars-027,0.0.3,BFS,560,323,411,825,495,676,407,699
baikalnukewars-028,0.0.3,BFS,2001,504,2282,215,362,2306,576,295933
baikalnukewars-029,0.0.3,BFS,674,390,771,597,95,744,506,664
baikalnukewars-030,0.0.3,A*,883,422,1103,208,165,985,322,2170
baikalnukewars-030,0.0.3,BFS,883,422,1103,208,165,985,323,38862
baikalnukewars-031,0.0.3,BFS,1635,1111,1638,1433,151,1539,1319,159292
baikalnukewars-032,0.0.3,A*,2150,1085,2061,1263,36,2028,1251,14295
baikalnukewars-032,0.0.3,BFS,2150,1085,2061,1263,36,2028,1251,393225
baikalnukewars-033,0.0.3,A*,1759,979,2177,1176,453,1782,971,826
baikalnukewars-033,0.0.3,BFS,1759,979,2177,1176,453,1777,964,1097
baikalnukewars-034,0.0.3,A*,371,1059,181,1056,168,330,1133,853
baikalnukewars-034,0.0.3,BFS,371,1059,181,1056,168,330,1133,11386
baikalnukewars-035,0.0.3,A*,2404,19,2294,189,29,2318,175,2285
baikalnukewars-035,0.0.3,BFS,2404,19,2294,189,29,2318,175,22333
baikalnukewars-036,0.0.3,A*,1854,560,2311,474,401,1917,548,475
baikalnukewars-036,0.0.3,BFS,1854,560,2311,474,401,1917,548,5168
baikalnukewars-037,0.0.3,A*,128,505,317,610,26,302,589,973
baikalnukewars-037,0.0.3,BFS,128,505,317,610,26,302,589,603
baikalnukewars-038,0.0.3,A*,573,147,165,116,356,518,147,204
baikalnukewars-038,0.0.3,BFS,573,147,165,116,356,519,147,231
baikalnukewars-039,0.0.3,BFS,1850,402,2173,161,256,1938,262,51782
baikalnukewars-040,0.0.3,A*,250,535,158,1095,467,380,685,948
baikalnukewars-040,0.0.3,BFS,250,535,158,1095,467,380,685,931
baikalnukewars-041,0.0.3,BFS,336,882,278,942,33,299,917,242
baikalnukewars-042,0.0.3,A*,2002,296,2239,388,224,2026,321,232
baikalnukewars-042,0.0.3,BFS,2002,296,2239,388,224,2025,322,271
baikalnukewars-043,0.0.3,A*,2308,471,1909,286,439,2306,473,66
baikalnukewars-043,0.0.3,BFS,2308,471,1909,286,439,2306,473,9
baikalnukewars-044,0.0.3,A*,171,1064,353,638,422,199,1030,223
baikalnukewars-044,0.0.3,BFS,171,1064,353,638,422,199,1030,203
baikalnukewars-045,0.0.3,BFS,1376,65,857,144,196,1048,186,259343
baikalnukewars-046,0.0.3,A*,1792,949,2348,850,390,1971,942,1456
baikalnukewars-046,0.0.3,BFS,1792,949,2348,850,390,1974,936,49485
baikalnukewars-047,0.0.3,A*,2148,215,2299,484,281,2169,248,939
baikalnukewars-047,0.0.3,BFS,2148,215,2299,484,281,2168,236,1088
baikalnukewars-048,0.0.3,A*,347,1122,478,975,130,375,1054,702
baikalnukewars-048,0.0.3,BFS,347,1122,478,975,130,375,1054,9845
baikalnukewars-049,0.0.3,A*,2055,869,1803,943,130,1930,969,2658
baikalnukewars-049,0.0.3,BFS,2055,869,1803,943,130,1930,969,49023
baikalnukewars-050,0.0.3,A*,1853,399,1711,651,89,1748,571,9214
baikalnukewars-050,0.0.3,BFS,1853,399,1711,651,89,1748,571,75281
baikalnukewars-051,0.0.3,A*,582,877,402,795,184,560,889,236
baikalnukewars-051,0.0.3,BFS,582,877,402,795,184,558,892,1291
baikalnukewars-052,0.0.3,BFS,134,502,769,708,450,330,610,701
baikalnukewars-053,0.0.3,A*,1809,1381,1764,1404,14,1774,1397,175
baikalnukewars-053,0.0.3,BFS,1809,1381,1764,1404,14,1774,1396,174
baikalnukewars-054,0.0.3,A*,1906,985,2089,1275,158,2155,1132,10388
baikalnukewars-054,0.0.3,BFS,1906,985,2089,1275,158,2155,1132,229181
baikalnukewars-055,0.0.3,A*,1982,996,2263,1023,202,2063,1042,479
baikalnukewars-055,0.0.3,BFS,1982,996,2263,1023,202,2062,1043,2576
baikalnukewars-056,0.0.3,A*,416,839,210,507,267,383,710,545
baikalnukewars-056,0.0.3,BFS,416,839,210,507,267,383,710,767
baikalnukewars-057,0.0.3,A*,1922,244,2381,225,392,2002,297,2356
baikalnukewars-057,0.0.3,BFS,1922,244,2381,225,392,1995,289,21422
baikalnukewars-058,0.0.3,A*,682,798,398,769,212,580,877,1366
baikalnukewars-058,0.0.3,BFS,682,798,398,769,212,580,877,33983
baikalnukewars-059,0.0.3,A*,1858,1361,1600,1434,215,1808,1381,267
baikalnukewars-059,0.0.3,BFS,1858,1361,1600,1434,215,1808,1381,278
baikalnukewars-060,0.0.3,A*,2421,0,2094,176,322,2386,41,447
baikalnukewars-060,0.0.3,BFS,2421,0,2094,176,322,2386,41,1639
baikalnukewars-061,0.0.3,A*,421,139,762,513,484,449,144,142
baikalnukewars-061,0.0.3,BFS,421,139,762,513,484,446,147,120
baikalnukewars-062,0.0.3,A*,2284,640,1825,945,473,2245,732,601
baikalnukewars-062,0.0.3,BFS,2284,640,1825,945,473,2249,736,609
baikalnukewars-063,0.0.3,A*,1924,239,1798,590,95,1804,497,9302
baikalnukewars-063,0.0.3,BFS,1924,239,1798,590,95,1804,496,138958
baikalnukewars-064,0.0.3,A*,822,157,441,239,270,705,188,588
baikalnukewars-064,0.0.3,BFS,822,157,441,239,270,706,188,605
baikalnukewars-065,0.0.3,A*,734,753,609,356,378,772,697,660
baikalnukewars-065,0.0.3,BFS,734,753,609,356,378,772,697,8909
baikalnukewars-066,0.0.3,BFS,2396,404,2163,157,210,1959,199,853438
baikalnukewars-067,0.0.3,A*,2273,763,2094,180,411,2295,486,4534
baikalnukewars-067,0.0.3,BFS,2273,763,2094,180,411,2302,534,5612
baikalnukewars-068,0.0.3,BFS,1792,513,1778,124,356,1814,478,3186
baikalnukewars-069,0.0.3,A*,1830,572,2149,256,417,1865,560,322
baikalnukewars-069,0.0.3,BFS,1830,572,2149,256,417,1864,560,2145
baikalnukewars-070,0.0.3,A*,513,307,296,920,481,742,741,22687
baikalnukewars-070,0.0.3,BFS,513,307,296,920,481,742,741,21044
baikalnukewars-071,0.0.3,A*,104,526,485,147,463,181,496,412
baikalnukewars-071,0.0.3,BFS,104,526,485,147,463,181,496,231
baikalnukewars-072,0.0.3,A*,1868,1171,1483,1455,348,1822,1381,5901
baikalnukewars-072,0.0.3,BFS,1868,1171,1483,1455,348,1624,1137,143185
baikalnukewars-073,0.0.3,BFS,2220,736,2020,906,235,2189,743,174
baikalnukewars-074,0.0.3,BFS,1977,1237,2259,1037,342,1984,1240,37
baikalnukewars-075,0.0.3,BFS,2120,771,2174,1307,64,2113,1289,826253
baikalnukewars-076,0.0.3,BFS,1680,1058,2102,619,411,1846,940,88030
baikalnukewars-077,0.0.3,BFS,2121,468,2039,521,87,2111,473,130
baikalnukewars-078,0.0.3,A*,2130,95,2390,253,46,2387,298,693339
baikalnukewars-078,0.0.3,BFS,2130,95,2390,253,46,2390,298,1486717
baikalnukewars-079,0.0.3,A*,2119,681,2211,730,81,2135,754,854
baikalnukewars-079,0.0.3,BFS,2119,681,2211,730,81,2134,754,15000
baikalnukewars-080,0.0.3,A*,1506,1251,1701,1427,75,1627,1430,5731
baikalnukewars-080,0.0.3,BFS,1506,1251,1701,1427,75,1627,1433,259189
baikalnukewars-081,0.0.3,A*,2163,353,2007,913,286,1805,942,533530
baikalnukewars-081,0.0.3,BFS,2163,353,2007,913,286,1734,991,706124
baikalnukewars-082,0.0.3,A*,215,1011,106,1382,91,168,1317,3835
baikalnukewars-082,0.0.3,BFS,215,1011,106,1382,91,169,1317,2558
baikalnukewars-083,0.0.3,A*,2154,479,1865,131,436,2131,464,4426
baikalnukewars-083,0.0.3,BFS,2154,479,1865,131,436,2107,493,3760
baikalnukewars-084,0.0.3,A*,695,435,443,147,277,615,364,570
baikalnukewars-084,0.0.3,BFS,695,435,443,147,277,612,366,535
baikalnukewars-085,0.0.3,BFS,380,670,362,1093,306,395,789,554
baikalnukewars-086,0.0.3,A*,2049,1257,2266,734,371,1971,940,13075
baikalnukewars-086,0.0.3,BFS,2049,1257,2266,734,371,1974,936,59157
baikalnukewars-087,0.0.3,A*,1862,125,2289,345,358,2023,128,750
baikalnukewars-087,0.0.3,BFS,1862,125,2289,345,358,2017,134,52923
baikalnukewars-088,0.0.3,A*,2258,574,2152,1130,406,1824,945,503059
baikalnukewars-088,0.0.3,BFS,2258,574,2152,1130,406,1788,952,724037
baikalnukewars-089,0.0.3,A*,739,488,759,724,81,767,644,1122
baikalnukewars-089,0.0.3,BFS,739,488,759,724,81,767,644,864
baikalnukewars-090,0.0.3,A*,2362,71,2295,301,50,2281,254,3302
baikalnukewars-090,0.0.3,BFS,2362,71,2295,301,50,2281,254,42625
baikalnukewars-091,0.0.3,A*,2276,666,2263,468,142,2292,605,353
baikalnukewars-091,0.0.3,BFS,2276,666,2263,468,142,2292,607,294
baikalnukewars-092,0.0.3,BFS,2118,743,1678,1430,329,1636,1104,359785
baikalnukewars-093,0.0.3,A*,114,1223,310,913,298,142,1157,439
baikalnukewars-093,0.0.3,BFS,114,1223,310,913,298,145,1161,512
baikalnukewars-094,0.0.3,BFS,630,839,871,438,426,662,809,3891
baikalnukewars-095,0.0.3,A*,1945,528,1527,1287,361,1764,1015,3972
baikalnukewars-095,0.0.3,BFS,1945,528,1527,1287,361,1764,1015,261845
baikalnukewars-096,0.0.3,A*,1841,422,1712,642,179,1806,491,862
baikalnukewars-096,0.0.3,BFS,1841,422,1712,642,179,1806,491,10673
baikalnukewars-097,0.0.3,A*,2322,855,2118,1289,451,2328,891,300
baikalnukewars-097,0.0.3,BFS,2322,855,2118,1289,451,2328,890,244
baikalnukewars-098,0.0.3,BFS,296,921,185,1292,309,243,989,409
baikalnukewars-099,0.0.3,A*,2281,260,2321,895,222,2121,806,591745
baikalnukewars-099,0.0.3,BFS,2281,260,2321,895,222,2121,799,906855
baikalnukewars-100,0.0.3,A*,2109,163,2327,153,196,2132,147,178
baikalnukewars-100,0.0.3,BFS,2109,163,2327,153,196,2132,147,157
betweentwoseas-001,0.0.3,A*,370,725,115,755,120,233,744,1914
betweentwoseas-001,0.0.3,BFS,370,725,115,755,120,234,744,23594
betweentwoseas-002,0.0.3,A*,64,86,506,440,326,297,190,1168
betweentwoseas-002,0.0.3,BFS,64,86,506,440,326,297,190,858
betweentwoseas-003,0.0.3,A*,146,462,467,828,396,189,546,3193
betweentwoseas-003,0.0.3,BFS,146,462,467,828,396,221,518,574
betweentwoseas-004,0.0.3,A*,571,319,227,401,289,512,359,489
betweentwoseas-004,0.0.3,BFS,571,319,227,401,289,512,363,1031
betweentwoseas-005,0.0.3,A*,52,239,93,990,47,63,954,69275
betweentwoseas-005,0.0.3,BFS,52,239,93,990,47,72,948,207810
betweentwoseas-006,0.0.3,A*,1510,572,1208,190,372,1506,399,5056
betweentwoseas-006,0.0.3,BFS,1510,572,1208,190,372,1448,443,44098
betweentwoseas-007,0.0.3,A*,531,746,819,809,211,626,725,952
betweentwoseas-007,0.0.3,BFS,531,746,819,809,211,627,722,1262
betweentwoseas-008,0.0.3,A*,273,0,898,218,398,519,130,2426
betweentwoseas-008,0.0.3,BFS,273,0,898,218,398,508,141,2907
betweentwoseas-009,0.0.3,A*,517,290,791,385,162,675,492,69253
betweentwoseas-009,0.0.3,BFS,517,290,791,385,162,674,497,125232
betweentwoseas-010,0.0.3,A*,508,279,62,87,394,413,262,592
betweentwoseas-010,0.0.3,BFS,508,279,62,87,394,413,262,1068
betweentwoseas-011,0.0.3,A*,1199,199,1130,296,67,1169,242,244
betweentwoseas-011,0.0.3,BFS,1199,199,1130,296,67,1169,242,694
betweentwoseas-012,0.0.3,A*,1232,109,1130,310,123,1194,205,1397
betweentwoseas-012,0.0.3,BFS,1232,109,1130,310,123,1194,205,1509
betweentwoseas-013,0.0.3,A*,991,139,1436,424,469,1006,237,678
betweentwoseas-013,0.0.3,BFS,991,139,1436,424,469,1006,237,237
betweentwoseas-014,0.0.3,A*,1606,395,1209,205,356,1509,394,993
betweentwoseas-014,0.0.3,BFS,1606,395,1209,205,356,1504,401,9716
betweentwoseas-015,0.0.3,A*,933,518,783,869,195,927,738,12517
betweentwoseas-015,0.0.3,BFS,933,518,783,869,195,655,733,57414
betweentwoseas-016,0.0.3,A*,875,621,1130,702,235,906,631,192
betweentwoseas-016,0.0.3,BFS,875,621,1130,702,235,906,631,1820
betweentwoseas-017,0.0.3,A*,141,619,211,927,104,147,846,11800
betweentwoseas-017,0.0.3,BFS,141,619,211,927,104,147,846,77618
betweentwoseas-018,0.0.3,A*,931,647,1090,813,74,1154,847,546711
betweentwoseas-018,0.0.3,BFS,931,647,1090,813,74,1156,846,396709
betweentwoseas-019,0.0.3,A*,1328,578,1416,843,58,1447,798,12289
betweentwoseas-019,0.0.3,BFS,1328,578,1416,843,58,1448,798,87280
betweentwoseas-020,0.0.3,BFS,706,272,741,542,59,723,487,10103
betweentwoseas-021,0.0.3,BFS,570,706,1161,853,399,775,757,66121
betweentwoseas-022,0.0.3,A*,799,79,291,174,400,651,242,9806
betweentwoseas-022,0.0.3,BFS,799,79,291,174,400,607,419,31528
betweentwoseas-023,0.0.3,A*,810,577,748,1036,147,615,1058,100377
betweentwoseas-023,0.0.3,BFS,810,577,748,1036,147,617,1055,339253
betweentwoseas-024,0.0.3,A*,680,740,806,809,69,759,760,812
betweentwoseas-024,0.0.3,BFS,680,740,806,809,69,758,760,9614
betweentwoseas-025,0.0.3,A*,356,124,298,194,71,334,133,123
betweentwoseas-025,0.0.3,BFS,356,124,298,194,71,334,133,60
betweentwoseas-026,0.0.3,A*,1233,108,954,358,105,1041,304,3192
betweentwoseas-026,0.0.3,BFS,1233,108,954,358,105,1041,307,3450
betweentwoseas-027,0.0.3,BFS,133,945,546,1007,381,172,942,86
betweentwoseas-028,0.0.3,BFS,0,692,642,233,327,396,448,133365
betweentwoseas-029,0.0.3,A*,146,611,145,843,93,203,776,11307
betweentwoseas-029,0.0.3,BFS,146,611,145,843,93,200,777,36126
betweentwoseas-030,0.0.3,BFS,134,511,223,926,299,133,641,55617
betweentwoseas-031,0.0.3,A*,848,605,727,795,180,847,756,399
betweentwoseas-031,0.0.3,BFS,848,605,727,795,180,848,756,23592
betweentwoseas-032,0.0.3,A*,1464,7,484,383,414,895,364,8783
betweentwoseas-032,0.0.3,BFS,1464,7,484,383,414,897,364,5366
betweentwoseas-033,0.0.3,A*,194,1009,108,949,62,126,1007,2376
betweentwoseas-033,0.0.3,BFS,194,1009,108,949,62,125,1008,4033
betweentwoseas-034,0.0.3,A*,1205,138,810,134,300,1036,301,4822
betweentwoseas-034,0.0.3,BFS,1205,138,810,134,300,1064,292,2598
betweentwoseas-035,0.0.3,A*,637,112,269,31,19,265,48,2653
betweentwoseas-035,0.0.3,BFS,637,112,269,31,19,267,49,2804
betweentwoseas-036,0.0.3,BFS,273,0,242,499,37,263,469,19100
betweentwoseas-037,0.0.3,A*,257,423,399,245,212,307,422,907
betweentwoseas-037,0.0.3,BFS,257,423,399,245,212,303,434,1081
betweentwoseas-038,0.0.3,A*,147,467,251,773,261,142,537,421
betweentwoseas-038,0.0.3,BFS,147,467,251,773,261,135,540,437
betweentwoseas-039,0.0.3,A*,1059,314,653,231,408,1053,306,106
betweentwoseas-039,0.0.3,BFS,1059,314,653,231,408,1051,319,151
betweentwoseas-040,0.0.3,A*,772,509,796,877,270,874,619,11302
betweentwoseas-040,0.0.3,BFS,772,509,796,877,270,655,733,57414
betweentwoseas-041,0.0.3,A*,370,725,566,733,102,472,695,829
betweentwoseas-041,0.0.3,BFS,370,725,566,733,102,472,695,18462
betweentwoseas-042,0.0.3,A*,1210,183,1695,775,483,1358,429,4084
betweentwoseas-042,0.0.3,BFS,1210,183,1695,775,483,1358,429,5382
betweentwoseas-043,0.0.3,A*,549,759,401,1045,195,480,867,1091
betweentwoseas-043,0.0.3,BFS,549,759,401,1045,195,478,866,2522
betweentwoseas-044,0.0.3,A*,54,720,84,1010,235,49,778,736
betweentwoseas-044,0.0.3,BFS,54,720,84,1010,235,47,778,1147
betweentwoseas-045,0.0.3,BFS,194,515,74,566,113,183,537,419
betweentwoseas-046,0.0.3,A*,0,692,229,744,176,55,718,235
betweentwoseas-046,0.0.3,BFS,0,692,229,744,176,55,718,80
betweentwoseas-047,0.0.3,A*,1537,614,1677,123,429,1516,519,9669
betweentwoseas-047,0.0.3,BFS,1537,614,1677,123,429,1516,519,45875
betweentwoseas-048,0.0.3,A*,48,804,78,1009,104,36,917,2319
betweentwoseas-048,0.0.3,BFS,48,804,78,1009,104,57,908,9615
betweentwoseas-049,0.0.3,A*,578,369,235,493,360,572,369,70
betweentwoseas-049,0.0.3,BFS,578,369,235,493,360,572,369,14
betweentwoseas-050,0.0.3,A*,141,620,57,856,91,123,796,18654
betweentwoseas-050,0.0.3,BFS,141,620,57,856,91,118,796,66590
betweentwoseas-051,0.0.3,A*,554,112,1319,458,493,863,314,3639
betweentwoseas-051,0.0.3,BFS,554,112,1319,458,493,851,304,3776
betweentwoseas-052,0.0.3,A*,741,757,563,693,148,699,748,344
betweentwoseas-052,0.0.3,BFS,741,757,563,693,148,699,748,2683
betweentwoseas-053,0.0.3,A*,66,299,294,116,259,124,307,340
betweentwoseas-053,0.0.3,BFS,66,299,294,116,259,118,306,131
betweentwoseas-054,0.0.3,A*,204,364,651,117,499,370,427,3738
betweentwoseas-054,0.0.3,BFS,204,364,651,117,499,257,423,290
betweentwoseas-055,0.0.3,A*,726,752,812,751,74,739,756,85
betweentwoseas-055,0.0.3,BFS,726,752,812,751,74,739,756,250
betweentwoseas-056,0.0.3,A*,250,920,799,940,321,615,1058,33955
betweentwoseas-056,0.0.3,BFS,250,920,799,940,321,495,1043,36418
betweentwoseas-057,0.0.3,A*,136,499,79,883,82,144,835,21169
betweentwoseas-057,0.0.3,BFS,136,499,79,883,82,145,835,102677
betweentwoseas-058,0.0.3,A*,1285,522,1612,724,356,1294,565,358
betweentwoseas-058,0.0.3,BFS,1285,522,1612,724,356,1294,564,2660
betweentwoseas-059,0.0.3,A*,1764,109,1314,91,353,1665,122,318
betweentwoseas-059,0.0.3,BFS,1764,109,1314,91,353,1664,123,124
betweentwoseas-060,0.0.3,BFS,1403,0,1280,101,146,1393,9,149
betweentwoseas-061,0.0.3,A*,712,390,296,143,365,370,443,69676
betweentwoseas-061,0.0.3,BFS,712,390,296,143,365,509,439,24109
betweentwoseas-062,0.0.3,A*,1307,627,1283,376,230,1304,581,1163
betweentwoseas-062,0.0.3,BFS,1307,627,1283,376,230,1310,604,907
betweentwoseas-063,0.0.3,A*,962,154,1384,449,484,974,193,196
betweentwoseas-063,0.0.3,BFS,962,154,1384,449,484,974,192,124
betweentwoseas-064,0.0.3,A*,798,396,701,503,70,739,452,3161
betweentwoseas-064,0.0.3,BFS,798,396,701,503,70,736,453,5001
betweentwoseas-065,0.0.3,A*,621,415,897,216,278,691,400,646
betweentwoseas-065,0.0.3,BFS,621,415,897,216,278,690,400,7510
betweentwoseas-066,0.0.3,A*,1480,406,1720,115,204,1574,257,1711
betweentwoseas-066,0.0.3,BFS,1480,406,1720,115,204,1574,257,52530
betweentwoseas-067,0.0.3,A*,522,6,329,349,304,461,98,595
betweentwoseas-067,0.0.3,BFS,522,6,329,349,304,464,77,146
betweentwoseas-068,0.0.3,BFS,119,88,449,135,23,427,131,1932
betweentwoseas-069,0.0.3,A*,1558,339,1137,823,492,1448,443,2176
betweentwoseas-069,0.0.3,BFS,1558,339,1137,823,492,1448,442,16945
betweentwoseas-070,0.0.3,A*,754,1024,707,504,458,755,958,628
betweentwoseas-070,0.0.3,BFS,754,1024,707,504,458,757,959,360
betweentwoseas-071,0.0.3,A*,17,899,314,926,256,65,896,318
betweentwoseas-071,0.0.3,BFS,17,899,314,926,256,63,894,2667
betweentwoseas-072,0.0.3,BFS,866,887,1315,1053,439,889,947,609
betweentwoseas-073,0.0.3,A*,972,160,1028,331,37,1051,306,2846
betweentwoseas-073,0.0.3,BFS,972,160,1028,331,37,1055,306,935
betweentwoseas-074,0.0.3,A*,1413,863,1027,1027,385,1391,902,484
betweentwoseas-074,0.0.3,BFS,1413,863,1027,1027,385,1391,902,4446
betweentwoseas-075,0.0.3,A*,171,732,0,805,133,122,753,5406
betweentwoseas-075,0.0.3,BFS,171,732,0,805,133,121,754,20022
betweentwoseas-076,0.0.3,BFS,274,743,685,502,446,315,751,2966
betweentwoseas-077,0.0.3,A*,1084,692,727,537,242,861,384,652611
betweentwoseas-077,0.0.3,BFS,1084,692,727,537,242,898,366,158688
betweentwoseas-078,0.0.3,BFS,857,612,1292,514,362,931,513,166221
betweentwoseas-079,0.0.3,A*,1230,115,1523,592,380,1237,342,3369
betweentwoseas-079,0.0.3,BFS,1230,115,1523,592,380,1236,344,3824
betweentwoseas-080,0.0.3,BFS,655,733,99,994,401,388,718,99751
betweentwoseas-081,0.0.3,A*,973,579,859,890,253,926,647,12364
betweentwoseas-081,0.0.3,BFS,973,579,859,890,253,660,734,59475
betweentwoseas-082,0.0.3,A*,199,362,136,508,94,229,504,4709
betweentwoseas-082,0.0.3,BFS,199,362,136,508,94,229,504,12628
betweentwoseas-083,0.0.3,A*,870,494,1289,770,432,936,521,322
betweentwoseas-083,0.0.3,BFS,870,494,1289,770,432,936,521,212
betweentwoseas-084,0.0.3,A*,261,1041,293,1015,19,287,1032,237
betweentwoseas-084,0.0.3,BFS,261,1041,293,1015,19,288,1033,1201
betweentwoseas-085,0.0.3,A*,1232,112,1399,20,140,1284,99,289
betweentwoseas-085,0.0.3,BFS,1232,112,1399,20,140,1284,99,524
betweentwoseas-086,0.0.3,A*,776,806,1181,984,405,818,807,192
betweentwoseas-086,0.0.3,BFS,776,806,1181,984,405,816,810,95
betweentwoseas-087,0.0.3,A*,262,43,534,135,254,288,73,183
betweentwoseas-087,0.0.3,BFS,262,43,534,135,254,288,73,112
betweentwoseas-088,0.0.3,A*,977,135,1558,337,471,1089,294,2298
betweentwoseas-088,0.0.3,BFS,977,135,1558,337,471,1093,263,512
betweentwoseas-089,0.0.3,BFS,772,509,910,361,187,807,517,92
betweentwoseas-090,0.0.3,A*,3,803,567,345,345,249,478,11272
betweentwoseas-090,0.0.3,BFS,3,803,567,345,345,249,478,82595
betweentwoseas-091,0.0.3,A*,303,330,752,759,489,401,420,853
betweentwoseas-091,0.0.3,BFS,303,330,752,759,489,394,427,761
betweentwoseas-092,0.0.3,A*,1559,302,1444,24,284,1569,278,146
betweentwoseas-092,0.0.3,BFS,1559,302,1444,24,284,1571,278,72
betweentwoseas-093,0.0.3,A*,55,727,120,949,170,31,808,862
betweentwoseas-093,0.0.3,BFS,55,727,120,949,170,35,802,1582
betweentwoseas-094,0.0.3,A*,813,579,1360,696,432,930,737,2838
