id,version,method,target_x,target_y,sourceCenter_x,sourceCenter_y,sourceRadius,source_x,source_y,visited
europeclassic-066,0.0.3,A*,501,232,586,516,47,559,480,23583
europeclassic-066,0.0.3,BFS,501,232,586,516,47,558,480,196123
europeclassic-067,0.0.3,A*,1563,642,1305,898,192,1462,789,1870
europeclassic-067,0.0.3,BFS,1563,642,1305,898,192,1463,789,23533
europeclassic-068,0.0.3,A*,646,585,524,926,159,448,787,28882
europeclassic-068,0.0.3,BFS,646,585,524,926,159,448,787,142198
europeclassic-069,0.0.3,A*,1105,706,1334,914,304,1113,706,102
europeclassic-069,0.0.3,BFS,1105,706,1334,914,304,1110,709,143
europeclassic-070,0.0.3,A*,1411,4,1269,37,90,1355,14,432
europeclassic-070,0.0.3,BFS,1411,4,1269,37,90,1356,14,1366
europeclassic-071,0.0.3,A*,1904,68,1289,166,485,1764,75,952
europeclassic-071,0.0.3,BFS,1904,68,1289,166,485,1764,75,21185
europeclassic-072,0.0.3,A*,1570,642,828,475,489,1133,856,136929
europeclassic-072,0.0.3,BFS,1570,642,828,475,489,1187,807,107999
europeclassic-073,0.0.3,BFS,1194,44,1328,14,118,1213,37,615
europeclassic-074,0.0.3,A*,906,455,523,420,327,845,464,417
europeclassic-074,0.0.3,BFS,906,455,523,420,327,847,464,3965
europeclassic-075,0.0.3,A*,1015,348,1474,304,315,1198,373,10681
europeclassic-075,0.0.3,BFS,1015,348,1474,304,315,1185,429,38858
europeclassic-076,0.0.3,A*,1317,15,1864,128,390,1493,12,1906
europeclassic-076,0.0.3,BFS,1317,15,1864,128,390,1493,12,8877
europeclassic-077,0.0.3,A*,854,231,628,626,336,854,463,4570
europeclassic-077,0.0.3,BFS,854,231,628,626,336,661,292,85807
europeclassic-078,0.0.3,A*,715,476,1052,126,420,822,475,376
europeclassic-078,0.0.3,BFS,715,476,1052,126,420,822,475,12405
europeclassic-079,0.0.3,BFS,923,198,451,429,241,644,286,127448
europeclassic-080,0.0.3,A*,1781,79,1749,182,70,1795,134,13166
europeclassic-080,0.0.3,BFS,1781,79,1749,182,70,1799,134,22924
europeclassic-081,0.0.3,A*,1318,143,1223,352,131,1286,239,1253
europeclassic-081,0.0.3,BFS,1318,143,1223,352,131,1286,238,5619
europeclassic-082,0.0.3,BFS,1491,718,1744,693,39,1707,683,25655
europeclassic-083,0.0.3,A*,1118,395,1165,365,24,1157,386,160
europeclassic-083,0.0.3,BFS,1118,395,1165,365,24,1156,387,2499
europeclassic-084,0.0.3,A*,1078,731,977,974,165,1090,865,49054
europeclassic-084,0.0.3,BFS,1078,731,977,974,165,1120,892,27736
europeclassic-085,0.0.3,BFS,1343,11,1087,450,364,1050,88,25537
europeclassic-086,0.0.3,A*,1212,38,942,700,351,880,463,166349
europeclassic-086,0.0.3,BFS,1212,38,942,700,351,823,473,216685
europeclassic-087,0.0.3,A*,1805,724,1610,658,82,1687,682,1736
europeclassic-087,0.0.3,BFS,1805,724,1610,658,82,1688,682,14343
europeclassic-088,0.0.3,A*,1521,685,1387,873,204,1495,700,282
europeclassic-088,0.0.3,BFS,1521,685,1387,873,204,1495,700,1975
europeclassic-089,0.0.3,A*,1694,642,1312,324,405,1560,643,9448
europeclassic-089,0.0.3,BFS,1694,642,1312,324,405,1561,643,29792
europeclassic-090,0.0.3,BFS,1307,16,1108,808,391,1002,432,305190
europeclassic-091,0.0.3,A*,1154,817,962,707,189,1116,811,6604
europeclassic-091,0.0.3,BFS,1154,817,962,707,189,1138,775,19831
europeclassic-092,0.0.3,A*,1046,132,1383,306,256,1143,386,134438
europeclassic-092,0.0.3,BFS,1046,132,1383,306,256,1162,434,330999
europeclassic-093,0.0.3,BFS,923,706,869,888,83,925,827,11018
europeclassic-094,0.0.3,A*,1224,29,874,889,485,918,407,156447
europeclassic-094,0.0.3,BFS,1224,29,874,889,485,823,473,220599
europeclassic-095,0.0.3,A*,1039,704,711,557,357,1037,702,66
europeclassic-095,0.0.3,BFS,1039,704,711,557,357,1037,702,11
europeclassic-096,0.0.3,BFS,784,755,462,984,301,703,805,16076
europeclassic-097,0.0.3,A*,1534,663,1035,869,405,1412,807,2419
europeclassic-097,0.0.3,BFS,1534,663,1035,869,405,1434,804,22604
europeclassic-098,0.0.3,A*,1036,374,789,820,473,1037,418,534
europeclassic-098,0.0.3,BFS,1036,374,789,820,473,1005,405,2169
europeclassic-099,0.0.3,A*,1157,733,1036,867,144,1134,763,366
europeclassic-099,0.0.3,BFS,1157,733,1036,867,144,1135,763,2507
europeclassic-100,0.0.3,BFS,1483,8,1280,406,227,1056,436,327786
falklandislands-001,0.0.3,A*,1679,485,1952,693,314,1694,545,1029
falklandislands-001,0.0.3,BFS,1679,485,1952,693,314,1690,529,2035
falklandislands-002,0.0.3,BFS,1470,326,1638,462,91,1698,394,113697
falklandislands-003,0.0.3,A*,1234,937,1702,934,250,1482,1037,18187
falklandislands-003,0.0.3,BFS,1234,937,1702,934,250,1481,1040,19238
falklandislands-004,0.0.3,A*,628,612,978,847,381,674,625,484
falklandislands-004,0.0.3,BFS,628,612,978,847,381,674,625,5348
falklandislands-005,0.0.3,A*,1374,787,895,843,332,1133,1050,294276
falklandislands-005,0.0.3,BFS,1374,787,895,843,332,1132,1075,461351
falklandislands-006,0.0.3,A*,1041,649,1221,1125,320,1064,847,10186
falklandislands-006,0.0.3,BFS,1041,649,1221,1125,320,1049,860,47669
falklandislands-007,0.0.3,BFS,232,876,537,770,316,242,882,173
falklandislands-008,0.0.3,A*,609,372,461,357,107,567,354,563
falklandislands-008,0.0.3,BFS,609,372,461,357,107,567,354,6001
falklandislands-009,0.0.3,A*,1015,281,397,329,421,817,304,7977
falklandislands-009,0.0.3,BFS,1015,281,397,329,421,802,237,80905
falklandislands-010,0.0.3,A*,589,650,520,784,117,515,668,2036
falklandislands-010,0.0.3,BFS,589,650,520,784,117,541,669,4541
falklandislands-011,0.0.3,BFS,1020,919,956,1271,328,943,949,17557
falklandislands-012,0.0.3,A*,957,875,1017,694,175,957,842,129
falklandislands-012,0.0.3,BFS,957,875,1017,694,175,952,847,1321
falklandislands-013,0.0.3,A*,532,309,391,719,362,552,395,921
falklandislands-013,0.0.3,BFS,532,309,391,719,362,552,395,16080
falklandislands-014,0.0.3,A*,861,287,985,345,127,876,283,124
falklandislands-014,0.0.3,BFS,861,287,985,345,127,876,284,518
falklandislands-015,0.0.3,A*,395,103,737,378,51,694,351,12634
falklandislands-015,0.0.3,BFS,395,103,737,378,51,694,351,357912
falklandislands-016,0.0.3,A*,1024,679,804,913,233,968,749,957
falklandislands-016,0.0.3,BFS,1024,679,804,913,233,967,756,13687
falklandislands-017,0.0.3,A*,1206,699,1325,1065,150,1267,1124,458692
falklandislands-017,0.0.3,BFS,1206,699,1325,1065,150,1200,1146,719100
falklandislands-018,0.0.3,A*,1440,824,1803,725,322,1501,836,642
falklandislands-018,0.0.3,BFS,1440,824,1803,725,322,1501,836,3177
falklandislands-019,0.0.3,A*,1328,952,1125,1238,299,1299,996,583
falklandislands-019,0.0.3,BFS,1328,952,1125,1238,299,1300,996,2706
falklandislands-020,0.0.3,A*,638,280,941,274,297,647,278,88
falklandislands-020,0.0.3,BFS,638,280,941,274,297,646,279,76
falklandislands-021,0.0.3,A*,1568,313,1220,443,187,1357,386,74694
falklandislands-021,0.0.3,BFS,1568,313,1220,443,187,1354,385,176645
falklandislands-022,0.0.3,A*,1364,809,959,1204,361,1314,1145,71161
falklandislands-022,0.0.3,BFS,1364,809,959,1204,361,1282,1044,237670
falklandislands-023,0.0.3,A*,582,458,281,995,428,557,668,8269
falklandislands-023,0.0.3,BFS,582,458,281,995,428,519,668,42507
falklandislands-024,0.0.3,A*,675,315,653,585,188,641,398,12229
falklandislands-024,0.0.3,BFS,675,315,653,585,188,641,398,59930
falklandislands-025,0.0.3,A*,937,268,1035,660,300,904,395,24595
falklandislands-025,0.0.3,BFS,937,268,1035,660,300,904,395,96635
falklandislands-026,0.0.3,A*,31,53,409,161,153,283,94,1983
falklandislands-026,0.0.3,BFS,31,53,409,161,153,283,94,65069
falklandislands-027,0.0.3,BFS,731,933,941,781,198,812,931,8866
falklandislands-028,0.0.3,A*,205,72,981,394,367,676,191,6690
falklandislands-028,0.0.3,BFS,205,72,981,394,367,676,191,319050
falklandislands-029,0.0.3,A*,1384,317,983,316,342,1299,418,1438
falklandislands-029,0.0.3,BFS,1384,317,983,316,342,1301,418,31828
falklandislands-030,0.0.3,A*,1144,559,581,596,489,1069,604,1267
falklandislands-030,0.0.3,BFS,1144,559,581,596,489,1061,613,18965
falklandislands-031,0.0.3,BFS,349,276,319,954,407,353,549,139860
falklandislands-032,0.0.3,A*,1422,303,1361,805,435,1291,410,33982
falklandislands-032,0.0.3,BFS,1422,303,1361,805,435,1354,385,68298
falklandislands-033,0.0.3,BFS,594,176,1082,448,350,759,315,153668
falklandislands-034,0.0.3,A*,1018,282,1389,1037,341,1069,1154,1168391
falklandislands-034,0.0.3,BFS,1018,282,1389,1037,341,1074,1167,1251914
falklandislands-035,0.0.3,A*,446,529,374,929,25,353,938,10381
falklandislands-035,0.0.3,BFS,446,529,374,929,25,352,939,413257
falklandislands-036,0.0.3,BFS,1045,753,1023,325,426,1046,750,9
falklandislands-037,0.0.3,BFS,1300,618,1644,957,437,1318,666,3399
falklandislands-038,0.0.3,A*,2002,490,1618,884,479,1938,529,1191
falklandislands-038,0.0.3,BFS,2002,490,1618,884,479,1988,580,22337
falklandislands-039,0.0.3,A*,1687,826,1548,905,111,1650,863,471
falklandislands-039,0.0.3,BFS,1687,826,1548,905,111,1651,864,4322
falklandislands-040,0.0.3,A*,1402,1082,1461,878,189,1423,1062,282
falklandislands-040,0.0.3,BFS,1402,1082,1461,878,189,1423,1063,2319
falklandislands-041,0.0.3,A*,910,822,881,945,48,895,902,757
falklandislands-041,0.0.3,BFS,910,822,881,945,48,896,902,7345
falklandislands-042,0.0.3,BFS,343,953,197,816,99,252,898,4854
falklandislands-043,0.0.3,BFS,1191,682,1289,480,210,1220,678,1700
falklandislands-044,0.0.3,A*,1588,312,1676,472,164,1617,320,264
falklandislands-044,0.0.3,BFS,1588,312,1676,472,164,1616,320,2325
falklandislands-045,0.0.3,A*,937,268,209,92,449,647,190,3489
falklandislands-045,0.0.3,BFS,937,268,209,92,449,645,192,168875
falklandislands-046,0.0.3,A*,1725,820,1763,725,71,1773,794,1086
falklandislands-046,0.0.3,BFS,1725,820,1763,725,71,1772,795,5845
falklandislands-047,0.0.3,A*,1111,1051,1331,1141,189,1161,1062,984
falklandislands-047,0.0.3,BFS,1111,1051,1331,1141,189,1165,1076,1168
falklandislands-048,0.0.3,A*,1176,375,1383,384,140,1259,394,1013
falklandislands-048,0.0.3,BFS,1176,375,1383,384,140,1258,394,10042
falklandislands-049,0.0.3,BFS,31,53,758,387,464,395,103,117566
falklandislands-050,0.0.3,A*,1593,312,2031,632,431,1697,362,1645
falklandislands-050,0.0.3,BFS,1593,312,2031,632,431,1696,362,29430
falklandislands-051,0.0.3,A*,1751,778,1636,907,30,1638,881,1665
falklandislands-051,0.0.3,BFS,1751,778,1636,907,30,1638,881,54555
falklandislands-052,0.0.3,BFS,958,760,888,286,459,1008,729,5304
falklandislands-053,0.0.3,A*,560,583,139,699,386,437,582,331
falklandislands-053,0.0.3,BFS,560,583,139,699,386,438,583,19931
falklandislands-054,0.0.3,A*,887,877,1121,1101,202,989,950,2073
falklandislands-054,0.0.3,BFS,887,877,1121,1101,202,988,950,26102
falklandislands-055,0.0.3,BFS,580,656,130,766,374,483,645,9769
falklandislands-056,0.0.3,A*,865,260,483,291,367,847,246,196
falklandislands-056,0.0.3,BFS,865,260,483,291,367,847,246,1347
falklandislands-057,0.0.3,BFS,776,360,491,650,346,738,408,5066
falklandislands-058,0.0.3,A*,283,94,307,757,454,395,326,3018
falklandislands-058,0.0.3,BFS,283,94,307,757,454,395,326,165809
falklandislands-059,0.0.3,A*,1342,998,1122,1092,220,1312,995,228
falklandislands-059,0.0.3,BFS,1342,998,1122,1092,220,1311,992,1363
falklandislands-060,0.0.3,A*,951,350,1302,425,353,959,350,75
falklandislands-060,0.0.3,BFS,951,350,1302,425,353,959,350,51
falklandislands-061,0.0.3,BFS,1752,809,1475,887,157,1631,881,37577
falklandislands-062,0.0.3,A*,851,899,1369,794,346,1041,902,6240
falklandislands-062,0.0.3,BFS,851,899,1369,794,346,1027,842,64797
falklandislands-063,0.0.3,A*,964,834,1008,1112,245,959,872,313
falklandislands-063,0.0.3,BFS,964,834,1008,1112,245,974,870,2762
falklandislands-064,0.0.3,A*,1191,383,629,456,483,1094,341,4476
falklandislands-064,0.0.3,BFS,1191,383,629,456,483,1094,352,22419
falklandislands-065,0.0.3,BFS,570,354,977,397,376,603,367,3550
falklandislands-066,0.0.3,A*,117,734,359,915,239,201,736,439
falklandislands-066,0.0.3,BFS,117,734,359,915,239,201,736,9526
falklandislands-067,0.0.3,A*,970,866,1096,410,460,976,849,174
falklandislands-067,0.0.3,BFS,970,866,1096,410,460,976,850,668
falklandislands-068,0.0.3,A*,610,375,976,289,338,653,376,241
falklandislands-068,0.0.3,BFS,610,375,976,289,338,652,376,2928
falklandislands-069,0.0.3,A*,783,225,311,237,64,372,221,1243
falklandislands-069,0.0.3,BFS,783,225,311,237,64,368,225,227395
falklandislands-070,0.0.3,BFS,521,328,937,950,477,642,576,435439
falklandislands-071,0.0.3,A*,648,272,929,437,225,737,322,1528
falklandislands-071,0.0.3,BFS,648,272,929,437,225,736,322,33250
falklandislands-072,0.0.3,A*,653,389,921,1048,413,561,878,239056
falklandislands-072,0.0.3,BFS,653,389,921,1048,413,542,885,719558
falklandislands-073,0.0.3,A*,327,717,282,960,159,285,802,1501
falklandislands-073,0.0.3,BFS,327,717,282,960,159,293,804,23013
falklandislands-074,0.0.3,A*,2095,695,1848,376,222,1999,528,1739
falklandislands-074,0.0.3,BFS,2095,695,1848,376,222,2001,528,54538
falklandislands-075,0.0.3,A*,334,821,200,844,115,304,893,4907
falklandislands-075,0.0.3,BFS,334,821,200,844,115,304,893,12664
falklandislands-076,0.0.3,A*,970,349,1050,625,195,1034,431,5709
falklandislands-076,0.0.3,BFS,970,349,1050,625,195,1029,433,6022
falklandislands-077,0.0.3,A*,631,457,100,670,480,423,340,89670
falklandislands-077,0.0.3,BFS,631,457,100,670,480,455,347,45834
falklandislands-078,0.0.3,A*,1181,1076,950,1197,236,1144,1071,844
falklandislands-078,0.0.3,BFS,1181,1076,950,1197,236,1163,1106,1400
falklandislands-079,0.0.3,BFS,1015,736,851,387,370,1005,723,467
falklandislands-080,0.0.3,A*,995,1025,991,1236,99,979,1138,13003
falklandislands-080,0.0.3,BFS,995,1025,991,1236,99,979,1138,60235
falklandislands-081,0.0.3,BFS,1045,754,1012,887,47,1033,845,11741
falklandislands-082,0.0.3,A*,897,905,439,900,451,889,904,156
falklandislands-082,0.0.3,BFS,897,905,439,900,451,889,904,420
falklandislands-083,0.0.3,BFS,610,638,895,943,377,688,628,9940
falklandislands-084,0.0.3,A*,548,350,216,854,439,416,465,49269
falklandislands-084,0.0.3,BFS,548,350,216,854,439,416,464,92962
falklandislands-085,0.0.3,A*,1359,255,948,313,355,1287,410,1519
falklandislands-085,0.0.3,BFS,1359,255,948,313,355,1285,408,88439
falklandislands-086,0.0.3,A*,344,177,437,618,392,336,241,3315
falklandislands-086,0.0.3,BFS,344,177,437,618,392,318,245,27178
falklandislands-087,0.0.3,A*,1630,325,1979,532,260,1763,390,2055
falklandislands-087,0.0.3,BFS,1630,325,1979,532,260,1763,390,46823
falklandislands-088,0.0.3,A*,1699,392,1715,827,77,1777,794,251991
falklandislands-088,0.0.3,BFS,1699,392,1715,827,77,1772,776,589653
falklandislands-089,0.0.3,A*,1007,711,901,1071,356,1007,732,201
falklandislands-089,0.0.3,BFS,1007,711,901,1071,356,1007,732,735
falklandislands-090,0.0.3,BFS,951,343,1343,1125,368,1054,898,631800
falklandislands-091,0.0.3,A*,582,540,559,802,173,584,653,628
falklandislands-091,0.0.3,BFS,582,540,559,802,173,587,651,11273
falklandislands-092,0.0.3,A*,1064,608,933,1146,58,919,1090,28659
falklandislands-092,0.0.3,BFS,1064,608,933,1146,58,919,1090,149460
falklandislands-093,0.0.3,A*,937,268,1777,388,176,1623,312,13053
falklandislands-093,0.0.3,BFS,937,268,1777,388,176,1622,312,506433
falklandislands-094,0.0.3,A*,1622,312,972,341,290,1256,399,61468
falklandislands-094,0.0.3,BFS,1622,312,972,341,290,1256,399,313681
falklandislands-095,0.0.3,A*,1693,370,1696,529,97,1712,435,885
falklandislands-095,0.0.3,BFS,1693,370,1696,529,97,1712,434,7452
falklandislands-096,0.0.3,A*,642,566,665,720,28,639,716,37615
falklandislands-096,0.0.3,BFS,642,566,665,720,28,639,716,225952
falklandislands-097,0.0.3,A*,1672,341,1802,381,62,1741,388,1025
falklandislands-097,0.0.3,BFS,1672,341,1802,381,62,1741,388,15708
falklandislands-098,0.0.3,A*,535,807,338,865,189,526,867,543
falklandislands-098,0.0.3,BFS,535,807,338,865,189,526,867,4734
falklandislands-099,0.0.3,A*,767,341,1022,322,234,789,334,174
falklandislands-099,0.0.3,BFS,767,341,1022,322,234,789,335,302
falklandislands-100,0.0.3,A*,1478,830,1220,1125,204,1384,1019,47635
falklandislands-100,0.0.3,BFS,1478,830,1220,1125,204,1423,1117,122967
faroeislands-001,0.0.3,A*,1022,1786,893,1221,385,1020,1513,916
faroeislands-001,0.0.3,BFS,1022,1786,893,1221,385,1019,1516,87414
faroeislands-002,0.0.3,A*,891,672,778,973,286,875,704,295
faroeislands-002,0.0.3,BFS,891,672,778,973,286,875,704,2519
faroeislands-003,0.0.3,A*,733,441,651,581,100,562,537,215613
faroeislands-003,0.0.3,BFS,733,441,651,581,100,562,536,483100
faroeislands-004,0.0.3,A*,1087,27,769,725,448,994,355,13190
faroeislands-004,0.0.3,BFS,1087,27,769,725,448,1013,350,142940
faroeislands-005,0.0.3,A*,875,357,934,552,65,995,534,57708
faroeislands-005,0.0.3,BFS,875,357,934,552,65,996,534,104161
faroeislands-006,0.0.3,BFS,753,170,743,315,60,757,257,31279
faroeislands-007,0.0.3,A*,414,673,363,694,48,401,668,91
faroeislands-007,0.0.3,BFS,414,673,363,694,48,403,668,179
faroeislands-008,0.0.3,A*,1320,91,373,572,446,627,206,234867
faroeislands-008,0.0.3,BFS,1320,91,373,572,446,627,206,559821
faroeislands-009,0.0.3,A*,863,72,528,326,88,497,244,2998
faroeislands-009,0.0.3,BFS,863,72,528,326,88,497,244,191408
faroeislands-010,0.0.3,A*,690,374,909,593,270,708,413,295
faroeislands-010,0.0.3,BFS,690,374,909,593,270,708,413,682
faroeislands-011,0.0.3,A*,944,1142,942,1682,443,912,1241,1303
faroeislands-011,0.0.3,BFS,944,1142,942,1682,443,912,1241,12151
faroeislands-012,0.0.3,A*,991,1239,797,1017,281,981,1226,123
faroeislands-012,0.0.3,BFS,991,1239,797,1017,281,982,1227,484
faroeislands-013,0.0.3,A*,969,652,884,1222,181,967,1064,1537
faroeislands-013,0.0.3,BFS,969,652,884,1222,181,975,1066,183421
faroeislands-014,0.0.3,A*,1062,43,752,219,275,998,97,1096
faroeislands-014,0.0.3,BFS,1062,43,752,219,275,998,97,15587
faroeislands-015,0.0.3,A*,886,1602,958,1191,404,885,1588,106
faroeislands-015,0.0.3,BFS,886,1602,958,1191,404,886,1588,286
faroeislands-016,0.0.3,BFS,705,152,1070,232,344,735,155,3520
faroeislands-017,0.0.3,BFS,895,576,960,1196,332,959,865,52158
faroeislands-018,0.0.3,A*,947,415,489,386,421,908,373,21013
faroeislands-018,0.0.3,BFS,947,415,489,386,421,909,373,46350
faroeislands-019,0.0.3,A*,846,701,1037,1225,297,866,997,25044
faroeislands-019,0.0.3,BFS,846,701,1037,1225,297,963,1048,140121
faroeislands-020,0.0.3,A*,1152,228,737,235,402,1131,228,106
faroeislands-020,0.0.3,BFS,1152,228,737,235,402,1131,228,430
faroeislands-021,0.0.3,A*,815,1677,876,1816,31,861,1790,1763
faroeislands-021,0.0.3,BFS,815,1677,876,1816,31,860,1790,23088
faroeislands-022,0.0.3,A*,933,809,718,671,232,937,746,466
faroeislands-022,0.0.3,BFS,933,809,718,671,232,937,746,4752
faroeislands-023,0.0.3,A*,1012,320,808,570,259,991,388,583
faroeislands-023,0.0.3,BFS,1012,320,808,570,259,992,388,7350
faroeislands-024,0.0.3,BFS,735,155,1016,542,233,959,317,125534
faroeislands-025,0.0.3,BFS,910,331,477,463,435,893,341,838
faroeislands-026,0.0.3,A*,1019,1785,977,1935,134,1008,1805,626
faroeislands-026,0.0.3,BFS,1019,1785,977,1935,134,1009,1805,3169
faroeislands-027,0.0.3,A*,962,294,644,626,305,885,674,146545
faroeislands-027,0.0.3,BFS,962,294,644,626,305,928,705,305675
faroeislands-028,0.0.3,BFS,337,547,506,540,139,369,563,2647
faroeislands-029,0.0.3,A*,946,510,877,633,94,935,560,487
faroeislands-029,0.0.3,BFS,946,510,877,633,94,935,560,2004
faroeislands-030,0.0.3,A*,887,1278,1036,1172,160,924,1285,610
faroeislands-030,0.0.3,BFS,887,1278,1036,1172,160,924,1285,3971
faroeislands-031,0.0.3,A*,940,410,955,528,18,957,542,70125
faroeislands-031,0.0.3,BFS,940,410,955,528,18,959,545,353741
faroeislands-032,0.0.3,BFS,939,417,1023,837,418,935,429,233
faroeislands-033,0.0.3,A*,89,629,403,712,235,184,627,1173
faroeislands-033,0.0.3,BFS,89,629,403,712,235,184,634,21841
faroeislands-034,0.0.3,A*,906,699,943,1043,24,922,1033,21175
faroeislands-034,0.0.3,BFS,906,699,943,1043,24,963,1048,139368
faroeislands-035,0.0.3,A*,909,286,925,790,204,997,642,81159
faroeislands-035,0.0.3,BFS,909,286,925,790,204,994,599,181720
faroeislands-036,0.0.3,A*,975,85,1273,326,224,1119,164,4026
faroeislands-036,0.0.3,BFS,975,85,1273,326,224,1119,164,45996
faroeislands-037,0.0.3,BFS,935,730,903,1008,160,958,858,27658
faroeislands-038,0.0.3,A*,1031,1216,792,767,475,1032,1171,673
faroeislands-038,0.0.3,BFS,1031,1216,792,767,475,1040,1172,3652
faroeislands-039,0.0.3,A*,935,816,995,598,199,933,786,123
faroeislands-039,0.0.3,BFS,935,816,995,598,199,935,787,686
faroeislands-040,0.0.3,A*,863,72,209,616,498,508,219,2905
faroeislands-040,0.0.3,BFS,863,72,209,616,498,509,219,172550
faroeislands-041,0.0.3,A*,1233,185,1044,137,134,1171,176,1636
faroeislands-041,0.0.3,BFS,1233,185,1044,137,134,1172,163,9040
faroeislands-042,0.0.3,A*,754,165,538,559,374,757,256,4251
faroeislands-042,0.0.3,BFS,754,165,538,559,374,757,256,34243
faroeislands-043,0.0.3,A*,830,986,950,1689,301,829,1490,20851
faroeislands-043,0.0.3,BFS,830,986,950,1689,301,765,1497,544889
faroeislands-044,0.0.3,A*,962,133,1141,109,179,964,127,69
faroeislands-044,0.0.3,BFS,962,133,1141,109,179,964,128,60
faroeislands-045,0.0.3,A*,973,1628,831,1592,138,964,1621,96
faroeislands-045,0.0.3,BFS,973,1628,831,1592,138,964,1622,218
faroeislands-046,0.0.3,A*,680,169,452,520,214,484,309,5322
faroeislands-046,0.0.3,BFS,680,169,452,520,214,484,309,109252
faroeislands-047,0.0.3,A*,912,290,523,323,332,852,279,705
faroeislands-047,0.0.3,BFS,912,290,523,323,332,852,279,8628
faroeislands-048,0.0.3,BFS,936,244,1239,197,299,947,259,772
faroeislands-049,0.0.3,A*,1367,113,909,373,150,962,237,169878
faroeislands-049,0.0.3,BFS,1367,113,909,373,150,959,232,345805
faroeislands-050,0.0.3,BFS,848,533,1052,878,284,887,647,8895
faroeislands-051,0.0.3,A*,939,777,909,1231,415,936,817,205
faroeislands-051,0.0.3,BFS,939,777,909,1231,415,940,820,2385
faroeislands-052,0.0.3,A*,764,506,819,1103,325,935,816,76030
faroeislands-052,0.0.3,BFS,764,506,819,1103,325,922,795,38225
faroeislands-053,0.0.3,A*,957,1400,1017,1957,84,1025,1880,16177
faroeislands-053,0.0.3,BFS,957,1400,1017,1957,84,1027,1880,484407
faroeislands-054,0.0.3,BFS,496,266,834,989,456,584,608,249453
faroeislands-055,0.0.3,A*,725,808,830,888,88,757,840,404
faroeislands-055,0.0.3,BFS,725,808,830,888,88,757,840,6380
faroeislands-056,0.0.3,A*,827,680,926,1036,149,964,895,24414
faroeislands-056,0.0.3,BFS,827,680,926,1036,149,963,892,52946
faroeislands-057,0.0.3,A*,638,266,933,437,295,659,328,556
faroeislands-057,0.0.3,BFS,638,266,933,437,295,659,328,2480
faroeislands-058,0.0.3,A*,1068,186,628,237,353,961,142,19632
faroeislands-058,0.0.3,BFS,1068,186,628,237,353,978,276,23310
faroeislands-059,0.0.3,BFS,993,479,1345,212,437,1001,481,102
faroeislands-060,0.0.3,BFS,1065,180,1180,371,107,1078,343,11245
faroeislands-061,0.0.3,A*,863,72,1103,32,119,1051,92,1431
faroeislands-061,0.0.3,BFS,863,72,1103,32,119,1051,92,60787
faroeislands-062,0.0.3,A*,712,804,1041,523,346,790,759,1087
faroeislands-062,0.0.3,BFS,712,804,1041,523,346,790,760,27065
faroeislands-063,0.0.3,A*,862,555,999,303,224,950,515,16351
faroeislands-063,0.0.3,BFS,862,555,999,303,224,954,522,20155
faroeislands-064,0.0.3,A*,834,506,774,603,31,793,580,947
faroeislands-064,0.0.3,BFS,834,506,774,603,31,793,580,5719
faroeislands-065,0.0.3,A*,674,174,1013,326,169,903,198,4939
faroeislands-065,0.0.3,BFS,674,174,1013,326,169,903,198,100948
faroeislands-066,0.0.3,A*,822,232,1007,138,184,928,231,525
faroeislands-066,0.0.3,BFS,822,232,1007,138,184,925,226,14713
faroeislands-067,0.0.3,A*,859,609,786,751,107,880,703,4420
faroeislands-067,0.0.3,BFS,859,609,786,751,107,870,685,12464
faroeislands-068,0.0.3,A*,796,673,893,671,57,838,683,285
faroeislands-068,0.0.3,BFS,796,673,893,671,57,838,683,338
faroeislands-069,0.0.3,A*,838,229,646,330,74,634,257,35820
faroeislands-069,0.0.3,BFS,838,229,646,330,74,619,262,138735
faroeislands-070,0.0.3,A*,802,487,1141,109,425,847,414,30499
faroeislands-070,0.0.3,BFS,802,487,1141,109,425,924,474,27849
faroeislands-071,0.0.3,A*,862,275,1070,249,187,885,276,201
faroeislands-071,0.0.3,BFS,862,275,1070,249,187,885,276,1405
faroeislands-072,0.0.3,A*,863,72,1112,408,107,1042,329,5658
faroeislands-072,0.0.3,BFS,863,72,1112,408,107,1042,328,144024
faroeislands-073,0.0.3,A*,778,197,572,747,236,518,521,100857
faroeislands-073,0.0.3,BFS,778,197,572,747,236,489,527,381091
faroeislands-074,0.0.3,A*,632,617,886,276,421,632,587,124
faroeislands-074,0.0.3,BFS,632,617,886,276,421,632,587,970
faroeislands-075,0.0.3,A*,906,117,1313,95,353,964,115,187
faroeislands-075,0.0.3,BFS,906,117,1313,95,353,964,117,3612
faroeislands-076,0.0.3,A*,761,1572,1008,1256,391,748,1541,669
faroeislands-076,0.0.3,BFS,761,1572,1008,1256,391,748,1548,765
faroeislands-077,0.0.3,A*,723,145,979,198,13,975,186,25408
faroeislands-077,0.0.3,BFS,723,145,979,198,13,975,186,159194
faroeislands-078,0.0.3,A*,490,528,510,330,195,487,522,78
faroeislands-078,0.0.3,BFS,490,528,510,330,195,488,523,39
faroeislands-079,0.0.3,A*,954,1370,955,1717,116,953,1618,889
faroeislands-079,0.0.3,BFS,954,1370,955,1717,116,951,1617,113710
faroeislands-080,0.0.3,A*,744,160,1204,415,483,781,184,412
faroeislands-080,0.0.3,BFS,744,160,1204,415,483,781,184,3818
